Season,Team,G_Bat,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR_Bat,W,L,SV,G_Pitch,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR_Pitch,OD,Current,AVG Salary,Median
2011,STL,2403,6242,162,762,726,57,8.7%,15.7%,0.151,0.305,0.273,0.341,0.425,0.334,,112,-16.5,72.3,17.6,29.6,90,72,47,630,162,1462,6.76,2.76,0.84,0.296,71.6%,47.7%,9.3%,93.2,3.79,,3.75,3.79,12,105433572,105433572,3904947,1000000
2011,TBR,2284,6152,172,707,674,155,9.3%,19.4%,0.159,0.281,0.244,0.322,0.402,0.319,,103,10.4,35.1,23.1,27.7,91,71,32,600,162,1449,7.1,3.13,1,0.265,75.5%,42.1%,9.8%,92.8,3.58,,4.03,4.01,16.8,41053571,41053571,1578984,907750
2011,TEX,2186,6261,210,855,807,143,7.6%,14.9%,0.177,0.304,0.283,0.34,0.46,0.347,,112,20.6,107.4,5.3,33.9,96,66,38,579,162,1441.1,7.36,2.88,1.06,0.278,72.5%,42.6%,10.7%,93.3,3.79,,3.98,3.83,19.2,92299264,92299264,3076642,1225500
2011,TOR,2265,6210,186,743,704,131,8.5%,19.1%,0.164,0.283,0.249,0.317,0.413,0.319,,97,12.1,-11.6,-46.8,15.6,81,81,33,636,162,1458.2,7.21,3.33,1.1,0.29,71.6%,44.4%,11.3%,92.7,4.33,,4.29,4.06,10.7,62567800,62567800,2018316,1200000
2011,WSN,2341,6090,154,624,594,106,7.7%,21.7%,0.14,0.292,0.242,0.309,0.383,0.305,,89,3.7,-73.4,45.6,16.6,80,81,49,664,161,1449.1,6.51,2.96,0.8,0.287,73.6%,44.6%,8.2%,93.2,3.58,,3.83,4.04,11.6,63856928,63856928,2201963,1050000
2012,ARI,2213,6150,165,734,710,93,8.8%,20.6%,0.159,0.307,0.259,0.328,0.418,0.323,,97,-5.6,-30.7,52,21.7,81,81,39,623,162,1433.2,7.53,2.62,0.97,0.301,72.0%,46.1%,11.0%,91.9,3.94,,3.81,3.84,15.3,70098833,70098833,2696109,1625000
2012,ATL,2264,6126,149,700,660,101,9.3%,21.0%,0.142,0.296,0.247,0.32,0.389,0.31,,92,7.2,-48.9,123.8,27.3,94,68,47,622,162,1445.1,7.67,2.89,0.9,0.284,75.4%,47.2%,10.8%,92,3.42,,3.74,3.8,11.4,75874942,75874942,2709819,550000
2012,BAL,2282,6160,214,712,677,58,7.8%,21.3%,0.17,0.286,0.247,0.311,0.417,0.317,,96,-17.1,-44,-24.7,14.6,93,69,55,654,162,1483,7.14,2.92,1.12,0.285,73.8%,44.7%,11.7%,92.2,3.9,,4.2,4.14,16,81428999,81428999,2807897,1300000
2012,BOS,2317,6166,165,734,695,97,6.9%,19.4%,0.155,0.301,0.26,0.315,0.415,0.316,,95,2.6,-37.1,20,20.1,69,93,35,651,162,1443,7.33,3.3,1.19,0.296,69.6%,46.4%,13.2%,93.3,4.72,,4.41,4.16,6.4,158129617,158129617,4941551,1556250
2012,CHC,2341,5967,137,613,570,94,7.5%,20.7%,0.138,0.286,0.24,0.302,0.378,0.297,,81,-6,-138.9,65.7,11.3,61,101,28,655,162,1413.2,7.18,3.65,1.11,0.291,71.3%,43.2%,11.8%,92.5,4.51,,4.46,4.39,4.4,88677033,88677033,3284335,1150000
2012,CHW,2277,6111,211,748,726,109,7.5%,19.7%,0.167,0.289,0.255,0.318,0.422,0.322,,98,-7,-18.2,8.7,20.7,85,77,37,628,162,1445.2,7.76,3.13,1.16,0.288,75.2%,42.7%,12.1%,92.6,4.02,,4.23,4.12,16.2,96919500,96919500,3876780,530000
2012,CIN,2211,6115,172,669,636,87,7.9%,20.7%,0.159,0.296,0.251,0.315,0.411,0.314,,93,13.5,-36,78.9,23.9,97,65,56,587,162,1453,7.73,2.64,0.94,0.288,76.9%,45.9%,10.7%,93.9,3.34,,3.72,3.8,18.7,74036950,74036950,2742109,1000000
2012,CLE,2339,6195,136,667,635,110,9.0%,17.5%,0.131,0.288,0.251,0.324,0.381,0.31,,97,-13.6,-37.7,-93.2,8.2,68,94,43,656,162,1442,6.78,3.39,1.09,0.3,67.6%,45.9%,11.4%,93,4.79,,4.4,4.39,12.6,78430300,78430300,2704493,800000
2012,COL,2429,6183,166,758,716,100,7.3%,19.6%,0.163,0.321,0.274,0.33,0.436,0.331,,90,2.8,-73.8,-14.7,10.3,64,98,36,737,162,1422,7.24,3.58,1.25,0.325,68.9%,45.2%,13.7%,92.9,5.22,,4.59,4.28,9.2,78069571,78069571,2692054,482000
2012,DET,2248,6119,163,726,698,59,8.4%,18.0%,0.154,0.307,0.268,0.335,0.422,0.328,,105,-17.8,15.4,-27.2,20.5,88,74,40,582,162,1430.2,8.29,2.76,0.95,0.307,72.7%,43.4%,10.5%,93.8,3.77,,3.63,3.74,24.5,138800000,138800000,4626667,1600000
2012,HOU,2421,6014,146,583,545,105,7.7%,22.7%,0.135,0.288,0.236,0.302,0.371,0.296,,82,-16.9,-144.4,17.7,5.8,55,107,31,703,162,1423.1,7.4,3.41,1.09,0.306,70.0%,47.9%,12.2%,92.7,4.57,,4.27,4.15,9.3,60651000,60651000,2332731,491250
2012,KCR,2249,6149,131,676,643,132,6.6%,16.8%,0.135,0.302,0.265,0.317,0.4,0.311,,94,-7.4,-50.8,-35.7,12.7,72,90,44,662,162,1451.1,7.3,3.36,1.01,0.311,72.4%,43.2%,10.5%,92.9,4.3,,4.18,4.29,15.1,57406225,57406225,1979525,865000
2012,LAA,2267,6121,187,767,732,134,7.3%,18.2%,0.159,0.311,0.274,0.332,0.433,0.331,,113,13.5,109.8,5.9,33.8,89,73,38,606,162,1433.1,7.26,3.03,1.17,0.277,72.6%,43.9%,12.1%,92.7,4.02,,4.26,4.15,10.4,153990166,153990166,5499649,3350000
2012,LAD,2356,6091,116,637,607,104,7.9%,19.0%,0.122,0.298,0.252,0.317,0.374,0.302,,90,-8.6,-81.9,28.9,13.8,86,76,40,668,162,1449.2,7.92,3.35,0.76,0.283,74.8%,45.5%,8.9%,92.5,3.35,,3.64,3.93,20.8,121250717,121250717,3789085,875000
2012,MIA,2269,6057,137,609,576,149,8.0%,20.3%,0.138,0.289,0.244,0.308,0.382,0.3,,87,2.5,-92.9,10.9,10.6,69,93,38,645,162,1440.2,6.95,3.09,0.83,0.3,70.3%,45.0%,9.2%,92.2,4.1,,3.89,4.17,13.5,118078000,118078000,4373259,1500000
2012,MIL,2415,6224,202,776,741,158,7.5%,19.9%,0.177,0.299,0.259,0.325,0.437,0.329,,102,12.1,29.5,52.2,28.3,83,79,44,674,162,1453.2,8.68,3.25,1.05,0.313,72.1%,43.8%,12.1%,92.2,4.22,,3.82,3.73,14.3,97653944,97653944,3755921,1981250
2012,MIN,2271,6209,131,701,666,135,8.1%,17.2%,0.13,0.298,0.26,0.325,0.39,0.313,,95,0.7,-32.5,-57.5,12.6,66,96,35,661,162,1438.2,5.9,2.91,1.24,0.294,68.8%,45.7%,12.7%,91.8,4.77,,4.66,4.46,5.9,94085000,94085000,3484630,750000
2012,NYM,2420,6091,139,650,625,79,8.3%,20.5%,0.137,0.298,0.249,0.316,0.386,0.306,,94,-3.2,-48.8,16.1,15.9,74,88,36,667,162,1434,7.78,3.06,1.01,0.29,71.1%,42.6%,10.5%,91.3,4.09,,3.93,4.04,14.3,92834433,92834433,3570555,937500
2012,NYY,2367,6231,245,804,774,93,9.1%,18.9%,0.188,0.293,0.265,0.337,0.453,0.342,,113,2.3,97.2,12.1,33.6,95,67,51,647,162,1445.1,8.21,2.68,1.18,0.296,75.1%,44.9%,13.0%,92.3,3.85,,3.98,3.75,17,167000289,167000289,5758631,2000000
2012,OAK,2247,6183,195,713,676,122,8.9%,22.4%,0.166,0.281,0.238,0.31,0.404,0.311,,97,19.4,0.3,-24.4,19.4,94,68,47,624,162,1470,6.96,2.83,0.9,0.279,75.4%,41.7%,9.1%,92.2,3.5,,3.89,4.2,19.5,49372500,49372500,1702500,485000
2012,PHI,2294,6172,158,684,659,116,7.4%,17.7%,0.144,0.29,0.255,0.317,0.4,0.311,,93,10.7,-40.8,58.9,21.5,81,81,42,602,162,1451.1,8.59,2.54,1.1,0.298,72.9%,43.5%,12.1%,92.3,3.86,,3.72,3.61,19.8,154538938,154538938,5328929,1250000
2012,PIT,2360,6014,170,651,620,73,7.4%,22.5%,0.152,0.291,0.243,0.304,0.395,0.304,,91,-0.3,-67.8,-17,10.2,79,83,45,645,162,1433.1,7.48,3.08,0.96,0.286,72.6%,46.6%,11.0%,93,3.91,,3.94,3.97,13.7,62950999,62950999,2248250,1008333
2012,SDP,2384,6112,121,651,610,155,8.8%,20.3%,0.133,0.297,0.247,0.319,0.38,0.307,,97,13.8,-8.4,29.1,21.6,76,86,43,691,162,1434.2,7.56,3.38,1.02,0.284,71.8%,47.5%,11.7%,92.7,4.01,,4.11,4.05,7.8,54578033,54578033,2021409,1250000
2012,SEA,2236,6057,149,619,584,104,7.7%,20.8%,0.135,0.276,0.234,0.296,0.369,0.291,,87,0.1,-89.6,-30.3,8.9,75,87,43,613,162,1456.2,7.2,2.77,1.03,0.282,74.2%,42.9%,10.6%,92.8,3.76,,4,4.09,17.6,81978100,81978100,2927789,495150
2012,SFG,2384,6200,103,718,675,118,7.8%,17.7%,0.128,0.315,0.269,0.327,0.397,0.314,,101,13,22.4,66.7,29,94,68,53,688,162,1451,7.67,3.03,0.88,0.289,73.6%,46.0%,9.9%,91.4,3.68,,3.78,3.95,10.9,117620683,117620683,3920689,1275000
2012,STL,2391,6326,159,765,732,91,8.4%,18.8%,0.15,0.316,0.271,0.338,0.421,0.329,,106,-1.6,46.5,33.9,28.5,88,74,42,668,162,1462.2,7.49,2.68,0.82,0.298,73.2%,48.5%,10.4%,94,3.71,,3.62,3.72,16.2,110300862,110300862,3939317,800000
2012,TBR,2406,6105,175,697,665,134,9.4%,21.7%,0.155,0.284,0.24,0.317,0.394,0.311,,100,-0.7,-1,20.8,23.7,90,72,50,634,162,1459.2,8.53,2.89,0.86,0.277,75.5%,47.9%,10.7%,93.6,3.19,,3.51,3.59,20.4,64173500,64173500,2291911,1425000
2012,TEX,2236,6216,200,808,780,91,7.7%,17.7%,0.173,0.306,0.273,0.334,0.446,0.336,,106,-5.8,39.5,-27.3,23.3,93,69,43,590,162,1442,8.03,2.78,1.09,0.292,71.5%,43.9%,11.6%,93.5,4.02,,3.9,3.86,22.2,104260974,104260974,4170439,3250000
2012,TOR,2289,6094,198,716,677,123,7.8%,20.5%,0.161,0.281,0.245,0.309,0.407,0.311,,92,2.5,-55.8,-14,14.3,73,89,29,657,162,1443.2,7.12,3.58,1.27,0.291,72.0%,46.5%,14.1%,92.2,4.64,,4.66,4.3,6.9,92489200,92489200,3082973,2138750
2012,WSN,2338,6221,194,731,688,105,7.7%,21.3%,0.166,0.308,0.261,0.322,0.428,0.324,,101,-4.1,4.7,33,23.7,98,64,51,644,162,1468.1,8.12,3.05,0.79,0.282,75.1%,46.3%,9.2%,94.3,3.34,,3.54,3.8,19.5,81336143,81336143,2623747,800000
2013,ARI,2349,6334,130,685,647,62,8.2%,18.0%,0.133,0.301,0.259,0.323,0.391,0.314,,93,-18.5,-69.4,59.4,19.4,81,81,38,689,162,1495,7.33,2.92,1.06,0.292,74.5%,46.0%,12.2%,92.3,3.92,,4.04,3.83,8.5,75105500,75105500,3265457,1900000
2013,ATL,2293,6133,181,688,656,64,8.8%,22.6%,0.153,0.3,0.249,0.321,0.402,0.318,,102,-5.7,3.8,50.1,25.6,96,66,53,628,162,1450.1,7.65,2.54,0.79,0.288,77.0%,45.8%,9.4%,93.1,3.18,,3.44,3.58,17.9,73600692,73600692,3345486,1550000
2013,BAL,2246,6144,212,745,719,79,6.8%,18.3%,0.171,0.288,0.26,0.313,0.431,0.323,,101,13.8,16.4,22.7,25.7,85,77,57,635,162,1453,7.24,2.93,1.25,0.291,74.6%,42.2%,12.9%,92.7,4.2,,4.33,3.99,11.1,97800262,97800262,4075011,2000000
2013,BOS,2264,6382,178,853,819,123,9.1%,20.5%,0.169,0.329,0.277,0.349,0.446,0.347,,114,13.3,116.7,11.9,36.2,97,65,33,612,162,1454,8.01,3.24,0.97,0.294,74.5%,42.9%,10.2%,92.5,3.79,,3.84,3.89,15.8,156522142,156522142,5797116,4250000
2013,CHC,2294,6079,172,602,576,63,7.2%,20.2%,0.154,0.275,0.238,0.3,0.392,0.304,,90,-11.9,-78.3,27.3,14.1,66,96,39,651,162,1448,7.36,3.36,0.99,0.279,72.8%,42.4%,10.3%,92.7,4,,4.1,4.13,11.3,103313676,103313676,3826432,1750000
2013,CHW,2279,6077,148,598,574,105,6.8%,19.9%,0.129,0.291,0.249,0.302,0.378,0.299,,85,-12.7,-117.5,-29,5.5,63,99,40,632,162,1455,7.73,3.15,1.13,0.295,73.1%,43.3%,11.5%,92.4,4,,4.13,3.98,15.3,117545777,117545777,4897741,2550000
2013,CIN,2286,6293,155,698,664,67,9.3%,19.8%,0.142,0.293,0.249,0.327,0.391,0.316,,96,-2,-32.9,52.4,22.5,90,72,43,623,162,1473.2,7.91,2.66,1.04,0.273,77.5%,44.1%,11.5%,94.4,3.38,,3.81,3.68,18,90025772,90025772,3914164,3060000
2013,CLE,2337,6165,171,745,711,117,9.1%,20.8%,0.155,0.3,0.255,0.327,0.41,0.324,,104,11.5,39.3,-29.5,22.6,92,70,38,702,162,1441.1,8.61,3.46,0.92,0.302,74.2%,44.5%,10.7%,93.4,3.82,,3.73,3.71,16.8,76271300,76271300,2824863,1000000
2013,COL,2330,6152,159,706,673,112,6.9%,19.6%,0.149,0.317,0.27,0.323,0.418,0.324,,87,17.4,-72.7,15.1,13.7,74,88,35,665,162,1436,6.67,3.24,0.85,0.314,70.2%,47.4%,10.0%,92.9,4.44,,3.96,4.02,16.4,64278071,64278071,2921731,1250000
2013,DET,2274,6388,176,796,767,35,8.3%,16.8%,0.151,0.32,0.283,0.346,0.434,0.341,,114,-19,83.7,-35.3,27.6,93,69,39,590,162,1462.2,8.79,2.84,0.79,0.306,73.7%,45.4%,9.2%,93.9,3.61,,3.27,3.43,26.3,151420000,151420000,6583478,4000000
2013,HOU,2266,6020,148,610,566,110,7.1%,25.5%,0.136,0.304,0.24,0.299,0.375,0.298,,85,-8.9,-112.7,-64.4,1.9,51,111,32,610,162,1440,6.78,3.85,1.19,0.303,70.0%,43.9%,11.8%,93,4.79,,4.67,4.48,2.2,18825200,18825200,896438,496600
2013,KCR,2236,6093,112,648,620,153,6.9%,17.2%,0.119,0.3,0.26,0.315,0.379,0.305,,89,18.2,-57.4,39.6,19.4,86,76,52,589,162,1448.1,7.51,2.91,0.96,0.29,76.9%,41.8%,10.0%,94,3.45,,3.83,3.9,17.5,74821300,74821300,3400968,1190000
2013,LAA,2311,6260,164,733,696,82,8.4%,19.5%,0.15,0.307,0.264,0.329,0.414,0.325,,109,-9.7,54.8,-58,21.6,78,84,41,658,162,1457.2,7.41,3.29,1.03,0.3,72.3%,42.1%,10.4%,92.4,4.24,,4.08,4.1,10.1,127896250,127896250,4736898,3500000
2013,LAD,2336,6145,138,649,618,78,7.7%,18.6%,0.133,0.308,0.264,0.326,0.396,0.317,,103,-8,14.7,37.2,25.5,92,70,46,666,162,1450.1,8.02,2.85,0.79,0.291,75.4%,47.1%,9.9%,92.4,3.25,,3.45,3.52,20.6,184550552,184550552,7382022,5250000
2013,MIA,2244,6021,95,513,485,78,7.2%,20.5%,0.104,0.28,0.231,0.293,0.335,0.279,,74,-5.2,-178.9,29.5,3.3,62,100,36,633,162,1460,7.26,3.24,0.75,0.292,73.2%,45.3%,8.4%,93.9,3.71,,3.69,3.96,14.6,35857000,35857000,1434280,625000
2013,MIL,2335,6064,157,640,610,142,6.7%,19.5%,0.145,0.294,0.252,0.311,0.398,0.311,,91,-6.9,-66,94,22.6,74,88,40,663,162,1442.2,7.02,2.91,1.09,0.286,73.5%,44.4%,11.9%,93.2,3.84,,4.12,3.94,5.3,78893444,78893444,3155738,1450000
2013,MIN,2332,6212,151,614,590,52,8.6%,23.0%,0.138,0.298,0.242,0.312,0.38,0.307,,91,1.2,-66.1,-35.4,10.8,66,96,40,673,162,1450.1,6.11,2.84,1.04,0.309,70.2%,43.7%,10.2%,91.2,4.55,,4.23,4.28,11.5,72280000,72280000,3441905,675000
2013,NYM,2378,6207,130,619,593,114,8.2%,22.3%,0.129,0.291,0.237,0.306,0.366,0.297,,90,23,-49.2,16.1,16.5,74,88,40,697,162,1476.2,7.37,2.79,0.93,0.295,72.9%,44.5%,10.0%,93.2,3.78,,3.79,3.86,18.1,68347948,68347948,2847831,625000
2013,NYY,2253,6044,144,650,614,115,7.7%,20.1%,0.133,0.285,0.242,0.307,0.376,0.301,,86,4.4,-89.2,28.1,14.6,85,77,49,590,162,1447.1,7.67,2.72,1.06,0.302,74.6%,44.0%,11.5%,92.7,3.94,,3.89,3.76,14.8,182832190,182832190,7032007,2975000
2013,OAK,2313,6209,186,767,725,74,9.2%,19.0%,0.165,0.289,0.254,0.327,0.419,0.327,,108,10,66.2,-32.4,25.4,96,66,46,609,162,1452,7.33,2.65,1.01,0.276,74.8%,39.5%,9.2%,91.7,3.56,,3.83,4.05,16.6,40799500,40799500,1773891,700000
2013,PHI,2310,6014,140,610,578,73,6.9%,20.0%,0.135,0.293,0.248,0.306,0.384,0.303,,89,-7.4,-81.9,-15.8,8.9,73,89,32,628,162,1436.1,7.51,3.17,0.95,0.306,70.5%,44.5%,10.1%,92.2,4.34,,3.94,4,13.7,144895714,144895714,5795829,1350000
2013,PIT,2369,6135,161,634,603,94,7.6%,21.7%,0.151,0.294,0.245,0.313,0.396,0.312,,99,1.8,-3.4,30.8,22.8,94,68,55,627,162,1470.2,7.72,3.15,0.62,0.285,75.0%,52.5%,8.9%,93.6,3.27,,3.42,3.58,16.8,77554000,77554000,2982846,1437500
2013,SDP,2359,6122,146,618,578,118,7.6%,21.4%,0.133,0.294,0.245,0.308,0.378,0.302,,94,8.8,-35.4,24.4,18.6,76,86,40,650,162,1455,7.24,3.25,0.96,0.292,72.5%,45.8%,10.8%,92.3,3.98,,4,3.96,8.4,62805700,62805700,2243061,1122500
2013,SEA,2237,6172,188,624,597,49,8.6%,21.9%,0.152,0.279,0.237,0.306,0.39,0.307,,95,-6.9,-41.1,-66.7,10,71,91,43,610,162,1465,7.97,2.94,1.07,0.303,70.7%,45.3%,11.8%,93.1,4.32,,3.89,3.72,15.7,60296043,60296043,3173476,1500000
2013,SFG,2396,6168,107,629,596,67,7.6%,17.5%,0.121,0.304,0.26,0.32,0.381,0.309,,100,-4.1,-1.7,66.3,26.9,76,86,41,686,162,1447.1,7.81,3.24,0.9,0.295,72.1%,42.1%,9.9%,91.3,4,,3.8,3.89,7.1,134275834,134275834,5371033,1800000
2013,STL,2341,6202,125,783,745,45,7.8%,17.9%,0.133,0.314,0.269,0.332,0.401,0.322,,104,-9.1,21,35,26.1,97,65,44,645,162,1459.2,7.73,2.78,0.69,0.297,74.5%,48.5%,8.5%,94.1,3.43,,3.39,3.63,17.3,112252086,112252086,4880525,2500000
2013,TBR,2423,6242,165,700,670,73,9.4%,18.8%,0.151,0.295,0.257,0.329,0.408,0.324,,107,2.5,50.1,9.2,28.2,92,71,42,648,163,1464,8.05,2.96,0.94,0.284,73.6%,44.6%,10.6%,93.7,3.74,,3.71,3.71,14.5,51903072,51903072,2162628,1750000
2013,TEX,2321,6196,176,730,691,149,7.5%,17.2%,0.15,0.294,0.262,0.323,0.412,0.323,,97,2,-22.5,3.9,19.7,91,72,46,638,163,1463.1,8.05,3.06,0.97,0.293,75.5%,42.8%,10.7%,93.5,3.63,,3.77,3.75,21.2,110917100,110917100,4621546,2825000
2013,TOR,2314,6152,185,712,669,112,8.3%,18.3%,0.158,0.284,0.252,0.318,0.411,0.32,,99,3.8,-2.8,-39.1,17,74,88,39,649,162,1452,7.49,3.1,1.21,0.293,72.3%,44.0%,12.3%,92,4.26,,4.3,4.04,9.5,113044500,113044500,4186833,2750000
2013,WSN,2241,6047,161,656,621,88,7.7%,19.7%,0.146,0.292,0.251,0.313,0.398,0.311,,94,3.1,-34.7,16.3,17.6,86,76,47,602,162,1445.2,7.69,2.52,0.88,0.291,73.6%,45.0%,9.8%,94,3.59,,3.55,3.64,17.3,111356769,111356769,4639865,3150000
2014,ARI,2274,6089,118,615,573,86,6.5%,19.1%,0.127,0.293,0.248,0.302,0.376,0.3,,83,1.5,-112.8,47.5,13,64,98,35,650,162,1444.1,7.96,2.92,0.96,0.312,70.3%,46.1%,11.1%,92.6,4.26,,3.83,3.63,8.2,102350333,102350333,3936551,2250000
2014,ATL,2252,6064,123,573,545,95,7.8%,22.6%,0.119,0.298,0.241,0.305,0.36,0.296,,86,-4.4,-98.9,32.7,12.8,79,83,54,634,162,1455,8.05,2.92,0.75,0.3,75.0%,42.7%,8.3%,93.6,3.38,,3.47,3.63,18.6,83555673,83555673,2785189,1116428
2014,BAL,2294,6130,211,705,681,44,6.5%,21.0%,0.166,0.296,0.256,0.311,0.422,0.323,,104,-6.2,21.9,34.4,27.4,96,66,53,641,162,1461.1,7.23,2.91,0.93,0.28,77.0%,43.8%,9.8%,92.9,3.44,,3.96,3.92,12.9,117878641,117878641,3802537,1025000
2014,BOS,2283,6226,123,634,601,63,8.6%,21.5%,0.124,0.297,0.244,0.316,0.369,0.305,,89,-8.1,-82.9,44.8,17.3,71,91,36,655,162,1465.2,7.45,2.96,0.95,0.301,71.8%,43.6%,9.9%,92.6,4.01,,3.93,3.87,10.6,143862395,143862395,5328237,2750000
2014,CHC,2358,6102,157,614,590,65,7.2%,24.2%,0.146,0.296,0.239,0.3,0.385,0.303,,91,4,-59.5,15.2,15.4,73,89,37,699,162,1463.1,8.06,3.1,0.71,0.304,69.6%,44.0%,8.0%,93,3.92,,3.51,3.7,20.5,83046356,83046356,2965941,1742500
2014,CHW,2285,6077,155,660,625,85,6.9%,22.4%,0.146,0.306,0.253,0.31,0.398,0.312,,99,-13.1,-23.5,-46.4,13.3,73,89,36,615,162,1441,7.2,3.48,0.87,0.306,70.4%,46.1%,9.4%,93,4.3,,4.1,4.11,10.7,88550982,88550982,3542039,2259815
2014,CIN,2213,5978,131,595,562,122,6.9%,20.9%,0.127,0.284,0.238,0.296,0.365,0.294,,83,-1.2,-115.4,69.1,14.7,76,86,44,590,162,1446,8.03,3.16,1.01,0.277,76.5%,45.1%,11.6%,94,3.59,,4.01,3.75,12.8,112878771,112878771,3319964,1150000
2014,CLE,2391,6222,142,669,644,104,8.1%,19.1%,0.136,0.296,0.253,0.317,0.389,0.313,,98,9.9,-1.7,-65.6,14.1,85,77,40,735,162,1468.1,8.89,2.84,0.83,0.309,73.2%,46.7%,10.0%,94.1,3.57,,3.42,3.36,20.3,81700800,81700800,3142338,987500
2014,COL,2387,6164,186,755,721,85,6.4%,20.8%,0.169,0.326,0.276,0.327,0.445,0.337,,97,-12.3,-33.1,2.2,17,66,96,24,709,162,1431,6.75,3.34,1.09,0.307,69.2%,47.7%,12.7%,92.9,4.86,,4.43,4.04,7.2,95079071,95079071,3521447,1712500
2014,DET,2330,6202,155,757,731,106,7.1%,18.4%,0.15,0.319,0.277,0.331,0.426,0.331,,112,-7.3,73,-41.9,24.8,90,72,41,635,162,1454,7.7,2.86,0.79,0.312,70.7%,44.2%,8.3%,92.9,4.01,,3.6,3.76,19.7,172571526,172571526,6391538,2500000
2014,HOU,2229,6055,163,629,596,122,8.2%,23.8%,0.141,0.298,0.242,0.309,0.383,0.308,,98,3.6,-8.1,-57.9,13.7,70,92,31,600,162,1438.2,7.11,3.03,0.87,0.299,70.3%,46.4%,9.6%,92.6,4.14,,3.93,3.91,9.9,44985800,44985800,1606636,507600
2014,KCR,2273,6058,95,651,604,153,6.3%,16.3%,0.113,0.302,0.263,0.314,0.376,0.306,,92,4.8,-47.8,28.1,18.8,89,73,53,613,162,1450.2,7.25,2.73,0.79,0.292,73.9%,43.1%,8.2%,94,3.51,,3.69,3.88,17.2,84771000,84771000,3390840,1500000
2014,LAA,2468,6284,155,773,729,81,7.8%,20.1%,0.147,0.305,0.259,0.322,0.406,0.321,,110,1.3,67.3,11.5,30.4,98,64,46,705,162,1482.2,8.15,3.06,0.76,0.285,73.3%,41.7%,8.0%,92.7,3.58,,3.57,3.78,14.5,128046500,128046500,4415397,900000
2014,LAD,2364,6231,134,718,686,138,8.3%,20.0%,0.14,0.318,0.265,0.333,0.406,0.327,,112,-0.4,81.4,20.3,31.8,94,68,47,658,162,1464.2,8.44,2.64,0.87,0.292,74.0%,47.8%,10.8%,92.8,3.4,,3.48,3.33,19.5,224021260,224021260,7467375,4007142
2014,MIA,2311,6185,122,645,614,58,8.1%,22.9%,0.125,0.316,0.253,0.317,0.378,0.307,,95,-5.6,-42.3,7,16.6,77,85,42,649,162,1457.2,7.35,2.83,0.7,0.31,71.9%,46.9%,8.0%,94.7,3.79,,3.56,3.75,16.7,52836900,52836900,1887032,1000000
2014,MIL,2327,6065,150,650,617,102,7.0%,19.7%,0.147,0.293,0.25,0.311,0.397,0.313,,94,-12.1,-56.2,62.2,20.8,82,80,45,640,162,1457.2,7.69,2.66,1.03,0.289,74.0%,45.6%,11.3%,92.6,3.67,,3.89,3.65,10.9,102724338,102724338,3804605,850000
2014,MIN,2292,6233,128,715,675,99,8.7%,21.3%,0.135,0.309,0.254,0.324,0.389,0.316,,100,20.9,23.8,-72.6,16.2,70,92,38,653,162,1435,6.47,2.56,0.92,0.315,68.9%,41.8%,8.6%,92.1,4.58,,3.97,4.12,14.3,84912500,84912500,3396500,1000000
2014,NYM,2294,6145,125,629,602,101,8.4%,20.6%,0.126,0.286,0.239,0.308,0.364,0.299,,92,-0.4,-56,32.6,17.8,79,83,42,651,162,1463.2,8.01,3.13,0.87,0.295,75.7%,45.8%,9.9%,93.4,3.49,,3.75,3.7,12.7,79231011,79231011,3047347,900000
2014,NYY,2288,6082,147,633,591,112,7.4%,18.6%,0.135,0.282,0.245,0.307,0.38,0.305,,94,3.2,-38.5,11.7,18.1,84,78,48,637,162,1453,8.49,2.47,1.02,0.298,73.3%,43.7%,11.3%,93.4,3.75,,3.67,3.43,17.5,204961807,204961807,8198472,3500000
2014,OAK,2358,6245,146,729,686,83,9.4%,17.7%,0.137,0.278,0.244,0.32,0.381,0.312,,102,11,27.2,-30.4,21.2,88,74,31,603,162,1463.1,7.65,2.5,0.9,0.272,75.9%,45.6%,10.0%,93,3.22,,3.67,3.6,17.4,69720900,69720900,2324030,687500
2014,PHI,2282,6198,125,619,584,109,7.1%,21.1%,0.121,0.292,0.242,0.302,0.363,0.295,,86,10.6,-85.5,4.2,11.6,73,89,40,623,162,1468.1,7.69,3.19,0.82,0.295,72.2%,46.4%,9.4%,93.8,3.81,,3.81,3.83,16.6,152521056,152521056,5259347,1125000
2014,PIT,2362,6224,156,682,659,104,8.4%,20.0%,0.145,0.307,0.259,0.33,0.404,0.325,,108,3.8,61.6,36.7,31.4,88,74,48,614,162,1456.1,7.59,3.08,0.79,0.29,74.2%,50.5%,10.3%,94.4,3.49,,3.8,3.71,8.2,77340499,77340499,2974635,1600000
2014,SDP,2362,5905,109,535,500,91,7.9%,21.9%,0.115,0.277,0.226,0.292,0.342,0.283,,82,-6.2,-128.7,56.9,11.7,77,85,41,643,162,1438.2,8.03,2.89,0.73,0.289,74.9%,45.2%,8.6%,92.2,3.27,,3.46,3.57,12.2,81740028,81740028,2724668,1290000
