Season,Team,W,L,OD_Salary,Current,AVG Salary,Median,Success_Score,LeagueID,DivisionID,Rank,Division_Win,Wildcard_Win,League_Win,WorldSeries_Win,Name
1996,WSN,88,74,15410500.0,15410500.0,616420,190000,54.32,NL,E,2,N,N,N,N,Montreal Expos
1997,ATL,101,61,50488500.0,50488500.0,1803161,395000,62.35,NL,E,1,Y,N,N,N,Atlanta Braves
1997,BAL,98,64,54871399.0,54871399.0,2032274,760000,60.49,AL,E,1,Y,N,N,N,Baltimore Orioles
1997,BOS,78,84,43232000.0,43232000.0,1490759,900000,48.15,AL,E,4,N,N,N,N,Boston Red Sox
1997,CHC,68,94,39829333.0,39829333.0,1531897,675000,41.98,NL,C,5,N,N,N,N,Chicago Cubs
1997,CHW,80,81,54377500.0,54377500.0,1942054,575000,49.69,AL,C,2,N,N,N,N,Chicago White Sox
1997,CIN,76,86,46267000.0,46267000.0,1595414,600000,46.91,NL,C,3,N,N,N,N,Cincinnati Reds
1997,CLE,86,75,54130232.0,54130232.0,2004823,1800000,53.42,AL,C,1,Y,N,Y,N,Cleveland Indians
1997,COL,83,79,42870501.0,42870501.0,1587796,550000,51.23,NL,W,3,N,N,N,N,Colorado Rockies
1997,DET,79,83,16304500.0,16304500.0,582304,297500,48.77,AL,E,3,N,N,N,N,Detroit Tigers
1997,HOU,84,78,32935000.0,32935000.0,1219815,420000,51.85,NL,C,1,Y,N,N,N,Houston Astros
1997,KCR,67,94,31225000.0,31225000.0,1076724,340000,41.61,AL,C,5,N,N,N,N,Kansas City Royals
1997,LAA,84,78,29452672.0,29452672.0,1015609,400000,51.85,AL,W,2,N,N,N,N,Anaheim Angels
1997,LAD,88,74,43400000.0,43400000.0,1607407,550000,54.32,NL,W,2,N,N,N,N,Los Angeles Dodgers
1997,MIA,92,70,47753000.0,47753000.0,1705464,487500,56.79,NL,E,2,N,Y,Y,Y,Florida Marlins
1997,MIL,78,83,21020332.0,21020332.0,840813,325000,48.45,AL,C,3,N,N,N,N,Milwaukee Brewers
1997,MIN,68,94,25747500.0,25747500.0,990288,387500,41.98,AL,C,4,N,N,N,N,Minnesota Twins
1997,NYM,88,74,38474567.0,38474567.0,1282486,213500,54.32,NL,E,3,N,N,N,N,New York Mets
1997,NYY,96,66,59148877.0,59148877.0,2190699,1100000,59.26,AL,E,2,N,Y,N,N,New York Yankees
1997,OAK,65,97,21911000.0,21911000.0,876440,194000,40.12,AL,W,4,N,N,N,N,Oakland Athletics
1997,PHI,68,94,35463500.0,35463500.0,1143984,235000,41.98,NL,E,5,N,N,N,N,Philadelphia Phillies
1997,PIT,79,83,9071666.0,9071666.0,335988,200000,48.77,NL,C,2,N,N,N,N,Pittsburgh Pirates
1997,SDP,76,86,34698672.0,34698672.0,1334564,717500,46.91,NL,W,4,N,N,N,N,San Diego Padres
1997,SEA,90,72,39667628.0,39667628.0,1469171,550000,55.56,AL,W,1,Y,N,N,N,Seattle Mariners
1997,SFG,90,72,33469213.0,33469213.0,1154111,550000,55.56,NL,W,1,Y,N,N,N,San Francisco Giants
1997,STL,73,89,44179167.0,44179167.0,1472639,462500,45.06,NL,C,4,N,N,N,N,St. Louis Cardinals
1997,TEX,77,85,50112268.0,50112268.0,1927395,525000,47.53,AL,W,3,N,N,N,N,Texas Rangers
1997,TOR,76,86,45894833.0,45894833.0,1582580,625000,46.91,AL,E,5,N,N,N,N,Toronto Blue Jays
1997,WSN,78,84,18335500.0,18335500.0,705212,222500,48.15,NL,E,4,N,N,N,N,Montreal Expos
1998,ARI,65,97,28936500.0,28936500.0,1157460,240000,40.12,NL,W,5,N,N,N,N,Arizona Diamondbacks
1998,ATL,106,56,59536000.0,59536000.0,2126286,350000,65.43,NL,E,1,Y,N,N,N,Atlanta Braves
1998,BAL,79,83,70408134.0,70408134.0,2607709,1800000,48.77,AL,E,4,N,N,N,N,Baltimore Orioles
1998,BOS,92,70,51647000.0,51647000.0,1780931,1000000,56.79,AL,E,2,N,Y,N,N,Boston Red Sox
1998,CHC,90,73,49383000.0,49383000.0,1829000,725000,55.21,NL,C,2,N,Y,N,N,Chicago Cubs
1998,CHW,80,82,36840000.0,36840000.0,1473600,230000,49.38,AL,C,2,N,N,N,N,Chicago White Sox
1998,CIN,77,85,21995000.0,21995000.0,758448,265000,47.53,NL,C,4,N,N,N,N,Cincinnati Reds
1998,CLE,89,73,59033499.0,59033499.0,2108339,1750000,54.94,AL,C,1,Y,N,N,N,Cleveland Indians
1998,COL,77,85,47433333.0,47433333.0,1694048,655000,47.53,NL,W,4,N,N,N,N,Colorado Rockies
1998,DET,65,97,22625000.0,22625000.0,780172,400000,40.12,AL,C,5,N,N,N,N,Detroit Tigers
1998,HOU,102,60,40629000.0,40629000.0,1451036,675000,62.96,NL,C,1,Y,N,N,N,Houston Astros
1998,KCR,72,89,32912500.0,32912500.0,1175446,321250,44.72,AL,C,3,N,N,N,N,Kansas City Royals
1998,LAA,85,77,38537000.0,38537000.0,1284567,487500,52.47,AL,W,2,N,N,N,N,Anaheim Angels
1998,LAD,83,79,47970000.0,47970000.0,1654138,650000,51.23,NL,W,3,N,N,N,N,Los Angeles Dodgers
1998,MIA,54,108,33434000.0,33434000.0,1238296,185000,33.33,NL,E,5,N,N,N,N,Florida Marlins
1998,MIL,74,88,32252583.0,32252583.0,1112158,525000,45.68,NL,C,5,N,N,N,N,Milwaukee Brewers
1998,MIN,70,92,26182500.0,26182500.0,1090938,537500,43.21,AL,C,4,N,N,N,N,Minnesota Twins
1998,NYM,88,74,49559665.0,49559665.0,1651989,1000000,54.32,NL,E,2,N,N,N,N,New York Mets
1998,NYY,114,48,63159898.0,63159898.0,2429227,1416666,70.37,AL,E,1,Y,N,Y,Y,New York Yankees
1998,OAK,74,88,20063000.0,20063000.0,668767,270000,45.68,AL,W,4,N,N,N,N,Oakland Athletics
1998,PHI,75,87,36085000.0,36085000.0,949605,232500,46.3,NL,E,3,N,N,N,N,Philadelphia Phillies
1998,PIT,69,93,13752000.0,13752000.0,491143,275000,42.59,NL,C,6,N,N,N,N,Pittsburgh Pirates
1998,SDP,98,64,45368000.0,45368000.0,1744923,800000,60.49,NL,W,1,Y,N,Y,N,San Diego Padres
1998,SEA,76,85,52032291.0,52032291.0,1678461,550000,47.2,AL,W,3,N,N,N,N,Seattle Mariners
1998,SFG,89,74,41320835.0,41320835.0,1530401,1000000,54.6,NL,W,2,N,N,N,N,San Francisco Giants
1998,STL,83,79,52572500.0,52572500.0,1752417,750000,51.23,NL,C,3,N,N,N,N,St. Louis Cardinals
1998,TBR,63,99,25317500.0,25317500.0,873017,205000,38.89,AL,E,5,N,N,N,N,Tampa Bay Devil Rays
1998,TEX,88,74,54704595.0,54704595.0,1953736,1100000,54.32,AL,W,1,Y,N,N,N,Texas Rangers
1998,TOR,88,74,48415000.0,48415000.0,1729107,1312500,54.32,AL,E,3,N,N,N,N,Toronto Blue Jays
1998,WSN,65,97,9202000.0,9202000.0,353923,225000,40.12,NL,E,4,N,N,N,N,Montreal Expos
1999,ARI,100,62,70370999.0,70370999.0,2199094,1012500,61.73,NL,W,1,Y,N,N,N,Arizona Diamondbacks
1999,ATL,103,59,75065000.0,75065000.0,2345781,975000,63.58,NL,E,1,Y,N,Y,N,Atlanta Braves
1999,BAL,78,84,70818363.0,70818363.0,2442013,800000,48.15,AL,E,4,N,N,N,N,Baltimore Orioles
1999,BOS,94,68,71720000.0,71720000.0,2173333,1500000,58.02,AL,E,2,N,Y,N,N,Boston Red Sox
1999,CHC,67,95,55368500.0,55368500.0,1909259,825000,41.36,NL,C,6,N,N,N,N,Chicago Cubs
1999,CHW,75,86,24550000.0,24550000.0,909259,240000,46.58,AL,C,2,N,N,N,N,Chicago White Sox
1999,CIN,96,67,42917761.0,42917761.0,1384444,450000,58.9,NL,C,2,N,N,N,N,Cincinnati Reds
1999,CLE,97,65,73857962.0,73857962.0,2051610,670000,59.88,AL,C,1,Y,N,N,N,Cleveland Indians
1999,COL,72,90,54392504.0,54392504.0,1942589,550000,44.44,NL,W,5,N,N,N,N,Colorado Rockies
1999,DET,69,92,34959666.0,34959666.0,1165322,365000,42.86,AL,C,3,N,N,N,N,Detroit Tigers
1999,HOU,97,65,55289000.0,55289000.0,1675424,700000,59.88,NL,C,1,Y,N,N,N,Houston Astros
1999,KCR,64,97,16527000.0,16527000.0,533129,225000,39.75,AL,C,4,N,N,N,N,Kansas City Royals
1999,LAA,70,92,49893166.0,49893166.0,1511914,375000,43.21,AL,W,4,N,N,N,N,Anaheim Angels
1999,LAD,77,85,70935786.0,70935786.0,2446062,1050000,47.53,NL,W,3,N,N,N,N,Los Angeles Dodgers
1999,MIA,64,98,15150000.0,15150000.0,561111,220000,39.51,NL,E,5,N,N,N,N,Florida Marlins
1999,MIL,74,87,42927395.0,42927395.0,1341481,256250,45.96,NL,C,5,N,N,N,N,Milwaukee Brewers
1999,MIN,63,97,16355000.0,16355000.0,654200,277500,39.38,AL,C,5,N,N,N,N,Minnesota Twins
1999,NYM,97,66,71331425.0,71331425.0,2161558,1687500,59.51,NL,E,2,N,Y,N,N,New York Mets
1999,NYY,98,64,88130709.0,88130709.0,3147525,2008333,60.49,AL,E,1,Y,N,Y,Y,New York Yankees
1999,OAK,87,75,24150333.0,24150333.0,805011,462500,53.7,AL,W,2,N,N,N,N,Oakland Athletics
1999,PHI,77,85,30516500.0,30516500.0,953641,352000,47.53,NL,E,3,N,N,N,N,Philadelphia Phillies
1999,PIT,78,83,24217666.0,24217666.0,691933,350000,48.45,NL,C,3,N,N,N,N,Pittsburgh Pirates
1999,SDP,74,88,45932179.0,45932179.0,1640435,487500,45.68,NL,W,4,N,N,N,N,San Diego Padres
1999,SEA,79,83,44371336.0,44371336.0,1431333,400000,48.77,AL,W,3,N,N,N,N,Seattle Mariners
1999,SFG,86,76,46059557.0,46059557.0,1644984,740000,53.09,NL,W,2,N,N,N,N,San Francisco Giants
1999,STL,75,86,46248195.0,46248195.0,1445256,520000,46.58,NL,C,4,N,N,N,N,St. Louis Cardinals
1999,TBR,69,93,37812500.0,37812500.0,1112132,267500,42.59,AL,E,5,N,N,N,N,Tampa Bay Devil Rays
1999,TEX,95,67,81301598.0,81301598.0,2803503,2225000,58.64,AL,W,1,Y,N,N,N,Texas Rangers
1999,TOR,84,78,48165333.0,48165333.0,1505167,491666,51.85,AL,E,3,N,N,N,N,Toronto Blue Jays
1999,WSN,68,94,16363000.0,16363000.0,527839,225000,41.98,NL,E,4,N,N,N,N,Montreal Expos
2000,ARI,85,77,79230333.0,79230333.0,2829655,1779166,52.47,NL,W,3,N,N,N,N,Arizona Diamondbacks
2000,ATL,95,67,82732500.0,82732500.0,2852845,1400000,58.64,NL,E,1,Y,N,N,N,Atlanta Braves
2000,BAL,74,88,83141198.0,83141198.0,2866938,1850000,45.68,AL,E,4,N,N,N,N,Baltimore Orioles
2000,BOS,85,77,81210333.0,81210333.0,2707011,2000000,52.47,AL,E,2,N,N,N,N,Boston Red Sox
2000,CHC,65,97,62129333.0,62129333.0,2004172,776000,40.12,NL,C,6,N,N,N,N,Chicago Cubs
2000,CHW,95,67,31159000.0,31159000.0,1074448,285000,58.64,AL,C,1,Y,N,N,N,Chicago White Sox
2000,CIN,85,77,44217500.0,44217500.0,1700673,815000,52.47,NL,C,2,N,N,N,N,Cincinnati Reds
2000,CLE,90,72,76508334.0,76508334.0,2942628,1596333,55.56,AL,C,2,N,N,N,N,Cleveland Indians
2000,COL,82,80,61314190.0,61314190.0,2189793,1250000,50.62,NL,W,4,N,N,N,N,Colorado Rockies
2000,DET,79,83,61740167.0,61740167.0,2058006,1175000,48.77,AL,C,3,N,N,N,N,Detroit Tigers
2000,HOU,72,90,52081667.0,52081667.0,2083267,800000,44.44,NL,C,4,N,N,N,N,Houston Astros
2000,KCR,77,85,23682500.0,23682500.0,910865,462500,47.53,AL,C,4,N,N,N,N,Kansas City Royals
2000,LAA,82,80,51266667.0,51266667.0,1767816,550000,50.62,AL,W,3,N,N,N,N,Anaheim Angels
2000,LAD,86,76,90375953.0,90375953.0,2915353,1400000,53.09,NL,W,2,N,N,N,N,Los Angeles Dodgers
2000,MIA,79,82,19870000.0,19870000.0,709643,268500,49.07,NL,E,3,N,N,N,N,Florida Marlins
2000,MIL,73,89,35782833.0,35782833.0,1084328,350000,45.06,NL,C,3,N,N,N,N,Milwaukee Brewers
2000,MIN,69,93,15654500.0,15654500.0,626180,285000,42.59,AL,C,5,N,N,N,N,Minnesota Twins
2000,NYM,94,68,79759762.0,79759762.0,3067683,2225000,58.02,NL,E,2,N,Y,Y,N,New York Mets
2000,NYY,87,74,92938260.0,92938260.0,3319224,1350000,54.04,AL,E,1,Y,N,Y,Y,New York Yankees
2000,OAK,91,70,32121833.0,32121833.0,1147208,400000,56.52,AL,W,1,Y,N,N,N,Oakland Athletics
2000,PHI,65,97,46947667.0,46947667.0,1618885,550000,40.12,NL,E,5,N,N,N,N,Philadelphia Phillies
2000,PIT,69,93,26561667.0,26561667.0,1062467,450000,42.59,NL,C,5,N,N,N,N,Pittsburgh Pirates
2000,SDP,76,86,54971000.0,54971000.0,1832367,700000,46.91,NL,W,5,N,N,N,N,San Diego Padres
2000,SEA,91,71,59215000.0,59215000.0,2277500,1475000,56.17,AL,W,2,N,Y,N,N,Seattle Mariners
2000,SFG,97,65,53541000.0,53541000.0,1983000,1125000,59.88,NL,W,1,Y,N,N,N,San Francisco Giants
2000,STL,95,67,63093023.0,63093023.0,2253322,925000,58.64,NL,C,1,Y,N,N,N,St. Louis Cardinals
2000,TBR,69,92,64407910.0,64407910.0,2012747,537500,42.86,AL,E,5,N,N,N,N,Tampa Bay Devil Rays
2000,TEX,71,91,70785000.0,70785000.0,2621667,1100000,43.83,AL,W,4,N,N,N,N,Texas Rangers
2000,TOR,83,79,46363332.0,46363332.0,1783205,716666,51.23,AL,E,3,N,N,N,N,Toronto Blue Jays
2000,WSN,67,95,33527666.0,33527666.0,1156126,325000,41.36,NL,E,4,N,N,N,N,Montreal Expos
2001,ARI,92,70,85247999.0,85247999.0,3044571,1650000,56.79,NL,W,1,Y,N,Y,Y,Arizona Diamondbacks
2001,ATL,88,74,91936166.0,91936166.0,2965683,1200000,54.32,NL,E,1,Y,N,N,N,Atlanta Braves
2001,BAL,63,98,74279540.0,74279540.0,2475985,1360000,39.13,AL,E,4,N,N,N,N,Baltimore Orioles
2001,BOS,82,79,109675833.0,109675833.0,3427370,1962500,50.93,AL,E,2,N,N,N,N,Boston Red Sox
2001,CHC,88,74,64515833.0,64515833.0,2481378,2000000,54.32,NL,C,3,N,N,N,N,Chicago Cubs
2001,CHW,83,79,65628667.0,65628667.0,2430691,975000,51.23,AL,C,3,N,N,N,N,Chicago White Sox
2001,CIN,66,96,48784000.0,48784000.0,1876308,550000,40.74,NL,C,5,N,N,N,N,Cincinnati Reds
2001,CLE,91,71,92660001.0,92660001.0,2989032,2000000,56.17,AL,C,1,Y,N,N,N,Cleveland Indians
2001,COL,73,89,71541334.0,71541334.0,2751590,1208333,45.06,NL,W,5,N,N,N,N,Colorado Rockies
2001,DET,66,96,49356167.0,49356167.0,1762720,432500,40.74,AL,C,4,N,N,N,N,Detroit Tigers
2001,HOU,93,69,60387667.0,60387667.0,2236580,1300000,57.41,NL,C,1,Y,N,N,N,Houston Astros
2001,KCR,65,97,35422500.0,35422500.0,1265089,372500,40.12,AL,C,5,N,N,N,N,Kansas City Royals
2001,LAA,75,87,47735168.0,47735168.0,1539844,350000,46.3,AL,W,3,N,N,N,N,Anaheim Angels
2001,LAD,86,76,109105953.0,109105953.0,3762274,1725000,53.09,NL,W,3,N,N,N,N,Los Angeles Dodgers
2001,MIA,76,86,35562500.0,35562500.0,1185417,450000,46.91,NL,E,4,N,N,N,N,Florida Marlins
2001,MIL,68,94,45099333.0,45099333.0,1555149,910000,41.98,NL,C,4,N,N,N,N,Milwaukee Brewers
2001,MIN,85,77,24130000.0,24130000.0,893704,260000,52.47,AL,C,2,N,N,N,N,Minnesota Twins
2001,NYM,82,80,93674428.0,93674428.0,3230153,1800000,50.62,NL,E,3,N,N,N,N,New York Mets
2001,NYY,95,65,112287143.0,112287143.0,3622166,1600000,59.38,AL,E,1,Y,N,Y,N,New York Yankees
2001,OAK,102,60,33810750.0,33810750.0,1252250,350000,62.96,AL,W,2,N,Y,N,N,Oakland Athletics
2001,PHI,86,76,41663833.0,41663833.0,1602455,750000,53.09,NL,E,2,N,N,N,N,Philadelphia Phillies
2001,PIT,62,100,57760833.0,57760833.0,1863253,795000,38.27,NL,C,6,N,N,N,N,Pittsburgh Pirates
2001,SDP,79,83,38882833.0,38882833.0,1440105,350000,48.77,NL,W,4,N,N,N,N,San Diego Padres
2001,SEA,116,46,74720834.0,74720834.0,2668601,1925000,71.6,AL,W,1,Y,N,N,N,Seattle Mariners
2001,SFG,90,72,63280167.0,63280167.0,2343710,1300000,55.56,NL,W,2,N,N,N,N,San Francisco Giants
2001,STL,93,69,78333333.0,78333333.0,2701149,1500000,57.41,NL,C,2,N,Y,N,N,St. Louis Cardinals
2001,TBR,62,100,56980000.0,56980000.0,2110370,700000,38.27,AL,E,5,N,N,N,N,Tampa Bay Devil Rays
2001,TEX,73,89,88633500.0,88633500.0,2859145,800000,45.06,AL,W,4,N,N,N,N,Texas Rangers
2001,TOR,80,82,76895999.0,76895999.0,2746286,2191666,49.38,AL,E,3,N,N,N,N,Toronto Blue Jays
2001,WSN,68,94,34849500.0,34849500.0,1161650,310000,41.98,NL,E,5,N,N,N,N,Montreal Expos
2002,ARI,98,64,102819999.0,102819999.0,3115758,2000000,60.49,NL,W,1,Y,N,N,N,Arizona Diamondbacks
2002,ATL,101,59,93470367.0,93470367.0,3015173,600000,63.12,NL,E,1,Y,N,N,N,Atlanta Braves
2002,BAL,67,95,60493487.0,60493487.0,1890421,300000,41.36,AL,E,4,N,N,N,N,Baltimore Orioles
2002,BOS,93,69,108366060.0,108366060.0,3612202,2287500,57.41,AL,E,2,N,N,N,N,Boston Red Sox
2002,CHC,67,95,75690833.0,75690833.0,2703244,1462500,41.36,NL,C,5,N,N,N,N,Chicago Cubs
2002,CHW,81,81,57052833.0,57052833.0,2113068,575000,50.0,AL,C,2,N,N,N,N,Chicago White Sox
2002,CIN,78,84,45050390.0,45050390.0,1501680,500000,48.15,NL,C,3,N,N,N,N,Cincinnati Reds
2002,CLE,74,88,78909449.0,78909449.0,2630315,1650000,45.68,AL,C,3,N,N,N,N,Cleveland Indians
2002,COL,73,89,56851043.0,56851043.0,2105594,600000,45.06,NL,W,4,N,N,N,N,Colorado Rockies
2002,DET,55,106,55048000.0,55048000.0,1966000,1000000,34.16,AL,C,5,N,N,N,N,Detroit Tigers
2002,HOU,84,78,63448417.0,63448417.0,2349941,500000,51.85,NL,C,2,N,N,N,N,Houston Astros
2002,KCR,62,100,47257000.0,47257000.0,1629552,800000,38.27,AL,C,4,N,N,N,N,Kansas City Royals
2002,LAA,99,63,61721667.0,61721667.0,2204345,450000,61.11,AL,W,2,N,Y,Y,Y,Anaheim Angels
2002,LAD,92,70,94850953.0,94850953.0,3648114,1950000,56.79,NL,W,3,N,N,N,N,Los Angeles Dodgers
2002,MIA,79,83,41979917.0,41979917.0,1499283,737500,48.77,NL,E,4,N,N,N,N,Florida Marlins
2002,MIL,56,106,50287833.0,50287833.0,1734063,1100000,34.57,NL,C,6,N,N,N,N,Milwaukee Brewers
2002,MIN,94,67,40225000.0,40225000.0,1547115,475000,58.39,AL,C,1,Y,N,N,N,Minnesota Twins
2002,NYM,75,86,94633593.0,94633593.0,3639754,2107500,46.58,NL,E,5,N,N,N,N,New York Mets
2002,NYY,103,58,125928583.0,125928583.0,4342365,2500000,63.98,AL,E,1,Y,N,N,N,New York Yankees
2002,OAK,103,59,40004167.0,40004167.0,1481636,812500,63.58,AL,W,1,Y,N,N,N,Oakland Athletics
2002,PHI,80,81,57954999.0,57954999.0,2069821,675000,49.69,NL,E,3,N,N,N,N,Philadelphia Phillies
2002,PIT,72,89,42323599.0,42323599.0,1459434,625000,44.72,NL,C,4,N,N,N,N,Pittsburgh Pirates
2002,SDP,66,96,41425000.0,41425000.0,1428448,350000,40.74,NL,W,5,N,N,N,N,San Diego Padres
2002,SEA,93,69,80282668.0,80282668.0,3211307,3333333,57.41,AL,W,3,N,N,N,N,Seattle Mariners
2002,SFG,95,66,78299835.0,78299835.0,2899994,1750000,59.01,NL,W,2,N,Y,Y,N,San Francisco Giants
2002,STL,97,65,74660875.0,74660875.0,2871572,2125000,59.88,NL,C,1,Y,N,N,N,St. Louis Cardinals
2002,TBR,55,106,34380000.0,34380000.0,1227857,267500,34.16,AL,E,5,N,N,N,N,Tampa Bay Devil Rays
2002,TEX,72,90,105726122.0,105726122.0,3645728,2000000,44.44,AL,W,4,N,N,N,N,Texas Rangers
2002,TOR,78,84,76864333.0,76864333.0,2650494,1650000,48.15,AL,E,3,N,N,N,N,Toronto Blue Jays
2002,WSN,83,79,38670500.0,38670500.0,1381089,345000,51.23,NL,E,2,N,N,N,N,Montreal Expos
2003,ARI,84,78,80657000.0,80657000.0,3226280,1750000,51.85,NL,W,3,N,N,N,N,Arizona Diamondbacks
2003,ATL,101,61,106243667.0,106243667.0,3934951,800000,62.35,NL,E,1,Y,N,N,N,Atlanta Braves
2003,BAL,71,91,73877500.0,73877500.0,2547500,1200000,43.83,AL,E,4,N,N,N,N,Baltimore Orioles
2003,BOS,95,67,99946500.0,99946500.0,3701722,2000000,58.64,AL,E,2,N,Y,N,N,Boston Red Sox
2003,CHC,88,74,79868333.33,79868333.33,2852440,1125000,54.32,NL,C,1,Y,N,N,N,Chicago Cubs
2003,CHW,86,76,51010000.0,51010000.0,1961923,475000,53.09,AL,C,2,N,N,N,N,Chicago White Sox
2003,CIN,69,93,59355667.0,59355667.0,2119845,694000,42.59,NL,C,5,N,N,N,N,Cincinnati Reds
2003,CLE,68,94,48584834.0,48584834.0,1567253,330000,41.98,AL,C,4,N,N,N,N,Cleveland Indians
2003,COL,74,88,67179667.0,67179667.0,2239322,550000,45.68,NL,W,4,N,N,N,N,Colorado Rockies
2003,DET,43,119,49168000.0,49168000.0,1891077,320000,26.54,AL,C,5,N,N,N,N,Detroit Tigers
2003,HOU,87,75,71040000.0,71040000.0,2732308,1200000,53.7,NL,C,2,N,N,N,N,Houston Astros
2003,KCR,83,79,40518000.0,40518000.0,1558385,313500,51.23,AL,C,3,N,N,N,N,Kansas City Royals
2003,LAA,77,85,79031667.0,79031667.0,2927099,1000000,47.53,AL,W,3,N,N,N,N,Anaheim Angels
2003,LAD,85,77,105872620.0,105872620.0,4072024,2605833,52.47,NL,W,2,N,N,N,N,Los Angeles Dodgers
2003,MIA,91,71,48750000.0,48750000.0,1805556,1400000,56.17,NL,E,2,N,Y,Y,Y,Florida Marlins
2003,MIL,68,94,40627000.0,40627000.0,1400931,428000,41.98,NL,C,6,N,N,N,N,Milwaukee Brewers
2003,MIN,90,72,55505000.0,55505000.0,2134808,750000,55.56,AL,C,1,Y,N,N,N,Minnesota Twins
2003,NYM,66,95,117176429.0,117176429.0,4040567,1300000,40.99,NL,E,5,N,N,N,N,New York Mets
2003,NYY,101,61,152749814.0,152749814.0,5455351,4575000,62.35,AL,E,1,Y,N,Y,N,New York Yankees
2003,OAK,96,66,50260834.0,50260834.0,1933109,1032500,59.26,AL,W,1,Y,N,N,N,Oakland Athletics
2003,PHI,86,76,70780000.0,70780000.0,2440690,850000,53.09,NL,E,3,N,N,N,N,Philadelphia Phillies
2003,PIT,75,87,54812429.0,54812429.0,1957587,825000,46.3,NL,C,4,N,N,N,N,Pittsburgh Pirates
2003,SDP,64,98,45210000.0,45210000.0,1507000,555000,39.51,NL,W,5,N,N,N,N,San Diego Padres
2003,SEA,93,69,86959167.0,86959167.0,3220710,3150000,57.41,AL,W,2,N,N,N,N,Seattle Mariners
2003,SFG,100,61,82852167.0,82852167.0,3186622,1937500,62.11,NL,W,1,Y,N,N,N,San Francisco Giants
2003,STL,85,77,83786666.0,83786666.0,2702796,900000,52.47,NL,C,3,N,N,N,N,St. Louis Cardinals
2003,TBR,63,99,19630000.0,19630000.0,785200,300000,38.89,AL,E,5,N,N,N,N,Tampa Bay Devil Rays
2003,TEX,71,91,103491667.0,103491667.0,3449722,1150000,43.83,AL,W,4,N,N,N,N,Texas Rangers
2003,TOR,86,76,51269000.0,51269000.0,1898852,600000,53.09,AL,E,3,N,N,N,N,Toronto Blue Jays
2003,WSN,83,79,51948500.0,51948500.0,1998019,333500,51.23,NL,E,4,N,N,N,N,Montreal Expos
2004,ARI,51,111,69780750.0,69780750.0,2406233,500000,31.48,NL,W,5,N,N,N,N,Arizona Diamondbacks
2004,ATL,96,66,90182500.0,90182500.0,3220804,737500,59.26,NL,E,1,Y,N,N,N,Atlanta Braves
2004,BAL,78,84,51623333.0,51623333.0,1843690,887500,48.15,AL,E,3,N,N,N,N,Baltimore Orioles
2004,BOS,98,64,127298500.0,127298500.0,4243283,3087500,60.49,AL,E,2,N,Y,Y,Y,Boston Red Sox
2004,CHC,89,73,90560000.33,90560000.33,3122759,1550000,54.94,NL,C,3,N,N,N,N,Chicago Cubs
2004,CHW,83,79,65212500.0,65212500.0,2508173,775000,51.23,AL,C,2,N,N,N,N,Chicago White Sox
2004,CIN,76,86,46615250.0,46615250.0,1664830,422500,46.91,NL,C,4,N,N,N,N,Cincinnati Reds
2004,CLE,80,82,34319300.0,34319300.0,1143977,325000,49.38,AL,C,3,N,N,N,N,Cleveland Indians
2004,COL,68,94,65445167.0,65445167.0,2337327,575000,41.98,NL,W,4,N,N,N,N,Colorado Rockies
2004,DET,72,90,46832000.0,46832000.0,1672571,362500,44.44,AL,C,4,N,N,N,N,Detroit Tigers
2004,HOU,92,70,75397000.0,75397000.0,3015880,750000,56.79,NL,C,2,N,Y,N,N,Houston Astros
2004,KCR,58,104,47609000.0,47609000.0,1586967,436250,35.8,AL,C,5,N,N,N,N,Kansas City Royals
2004,LAA,92,70,100534667.0,100534667.0,3723506,2150000,56.79,AL,W,1,Y,N,N,N,Anaheim Angels
2004,LAD,93,69,92902001.0,92902001.0,3440815,1500000,57.41,NL,W,1,Y,N,N,N,Los Angeles Dodgers
2004,MIA,83,79,42143042.0,42143042.0,1560853,600000,51.23,NL,E,3,N,N,N,N,Florida Marlins
2004,MIL,67,94,27528500.0,27528500.0,1101140,400000,41.61,NL,C,6,N,N,N,N,Milwaukee Brewers
2004,MIN,92,70,53585000.0,53585000.0,2060962,525000,56.79,AL,C,1,Y,N,N,N,Minnesota Twins
2004,NYM,71,91,96660970.0,96660970.0,3452178,900000,43.83,NL,E,4,N,N,N,N,New York Mets
2004,NYY,101,61,184193950.0,184193950.0,6351516,3100000,62.35,AL,E,1,Y,N,N,N,New York Yankees
2004,OAK,91,71,59425667.0,59425667.0,2122345,1357500,56.17,AL,W,2,N,N,N,N,Oakland Athletics
2004,PHI,86,76,93219167.0,93219167.0,3452562,2425000,53.09,NL,E,2,N,N,N,N,Philadelphia Phillies
2004,PIT,72,89,32227929.0,32227929.0,1193627,350000,44.72,NL,C,5,N,N,N,N,Pittsburgh Pirates
2004,SDP,87,75,55384833.0,55384833.0,2130186,862500,53.7,NL,W,3,N,N,N,N,San Diego Padres
2004,SEA,63,99,81515834.0,81515834.0,2911280,2658333,38.89,AL,W,4,N,N,N,N,Seattle Mariners
2004,SFG,91,71,82019166.0,82019166.0,2645780,1000000,56.17,NL,W,2,N,N,N,N,San Francisco Giants
2004,STL,105,57,83228333.0,83228333.0,3201090,1100000,64.81,NL,C,1,Y,N,Y,N,St. Louis Cardinals
2004,TBR,70,91,29556667.0,29556667.0,1094691,650000,43.48,AL,E,4,N,N,N,N,Tampa Bay Devil Rays
