,Unnamed: 0,Season,Team,G_Bat,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR_Bat,W,L,SV,G_Pitch,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR_Pitch,OD,Current,AVG Salary,Median,Success_Score
722,722,2013,BAL,2246,6144,212,745,719,79,6.8%,18.3%,0.171,0.288,0.26,0.313,0.431,0.3229999999999999,,101,13.8,16.4,22.7,25.7,85,77,57,635,162,1453.0,7.24,2.93,1.25,0.291,74.6%,42.2%,12.9%,92.7,4.2,,4.33,3.99,11.1,97800262.0,97800262.0,4075011,2000000,52.47
723,723,2013,BOS,2264,6382,178,853,819,123,9.1%,20.5%,0.1689999999999999,0.3289999999999999,0.2769999999999999,0.349,0.446,0.347,,114,13.3,116.7,11.9,36.2,97,65,33,612,162,1454.0,8.01,3.24,0.97,0.294,74.5%,42.9%,10.2%,92.5,3.79,,3.84,3.89,15.8,156522142.0,156522142.0,5797116,4250000,59.88
724,724,2013,CHC,2294,6079,172,602,576,63,7.2%,20.2%,0.154,0.275,0.238,0.3,0.392,0.304,,90,-11.9,-78.3,27.3,14.1,66,96,39,651,162,1448.0,7.36,3.36,0.99,0.2789999999999999,72.8%,42.4%,10.3%,92.7,4.0,,4.1,4.13,11.3,103313676.0,103313676.0,3826432,1750000,40.74
725,725,2013,CHW,2279,6077,148,598,574,105,6.8%,19.9%,0.129,0.291,0.249,0.302,0.3779999999999999,0.299,,85,-12.7,-117.5,-29.0,5.5,63,99,40,632,162,1455.0,7.73,3.15,1.13,0.295,73.1%,43.3%,11.5%,92.4,4.0,,4.13,3.98,15.3,117545777.0,117545777.0,4897741,2550000,38.89
726,726,2013,CIN,2286,6293,155,698,664,67,9.3%,19.8%,0.142,0.293,0.249,0.327,0.391,0.316,,96,-2.0,-32.9,52.4,22.5,90,72,43,623,162,1473.2,7.91,2.66,1.04,0.273,77.5%,44.1%,11.5%,94.4,3.38,,3.81,3.68,18.0,90025772.0,90025772.0,3914164,3060000,55.56
727,727,2013,CLE,2337,6165,171,745,711,117,9.1%,20.8%,0.155,0.3,0.255,0.327,0.41,0.324,,104,11.5,39.3,-29.5,22.6,92,70,38,702,162,1441.1,8.61,3.46,0.92,0.302,74.2%,44.5%,10.7%,93.4,3.82,,3.73,3.71,16.8,76271300.0,76271300.0,2824863,1000000,56.79
728,728,2013,COL,2330,6152,159,706,673,112,6.9%,19.6%,0.149,0.317,0.27,0.3229999999999999,0.418,0.324,,87,17.4,-72.7,15.1,13.7,74,88,35,665,162,1436.0,6.67,3.24,0.85,0.314,70.2%,47.4%,10.0%,92.9,4.44,,3.96,4.02,16.4,64278071.0,64278071.0,2921731,1250000,45.68
729,729,2013,DET,2274,6388,176,796,767,35,8.3%,16.8%,0.151,0.32,0.283,0.346,0.434,0.341,,114,-19.0,83.7,-35.3,27.6,93,69,39,590,162,1462.2,8.79,2.84,0.79,0.306,73.7%,45.4%,9.2%,93.9,3.61,,3.27,3.43,26.3,151420000.0,151420000.0,6583478,4000000,57.41
730,730,2013,HOU,2266,6020,148,610,566,110,7.1%,25.5%,0.136,0.304,0.24,0.299,0.375,0.298,,85,-8.9,-112.7,-64.4,1.9,51,111,32,610,162,1440.0,6.78,3.85,1.19,0.303,70.0%,43.9%,11.8%,93.0,4.79,,4.67,4.48,2.2,18825200.0,18825200.0,896438,496600,31.48
731,731,2013,KCR,2236,6093,112,648,620,153,6.9%,17.2%,0.119,0.3,0.26,0.315,0.379,0.305,,89,18.2,-57.4,39.6,19.4,86,76,52,589,162,1448.1,7.51,2.91,0.96,0.29,76.9%,41.8%,10.0%,94.0,3.45,,3.83,3.9,17.5,74821300.0,74821300.0,3400968,1190000,53.09
732,732,2013,LAA,2311,6260,164,733,696,82,8.4%,19.5%,0.15,0.307,0.264,0.3289999999999999,0.414,0.325,,109,-9.7,54.8,-58.0,21.6,78,84,41,658,162,1457.2,7.41,3.29,1.03,0.3,72.3%,42.1%,10.4%,92.4,4.24,,4.08,4.1,10.1,127896250.0,127896250.0,4736898,3500000,48.15
733,733,2013,LAD,2336,6145,138,649,618,78,7.7%,18.6%,0.133,0.308,0.264,0.326,0.396,0.317,,103,-8.0,14.7,37.2,25.5,92,70,46,666,162,1450.1,8.02,2.85,0.79,0.291,75.4%,47.1%,9.9%,92.4,3.25,,3.45,3.52,20.6,184550552.0,184550552.0,7382022,5250000,56.79
734,734,2013,MIA,2244,6021,95,513,485,78,7.2%,20.5%,0.104,0.28,0.231,0.293,0.335,0.2789999999999999,,74,-5.2,-178.9,29.5,3.3,62,100,36,633,162,1460.0,7.26,3.24,0.75,0.292,73.2%,45.3%,8.4%,93.9,3.71,,3.69,3.96,14.6,35857000.0,35857000.0,1434280,625000,38.27
735,735,2013,MIL,2335,6064,157,640,610,142,6.7%,19.5%,0.145,0.294,0.252,0.311,0.3979999999999999,0.311,,91,-6.9,-66.0,94.0,22.6,74,88,40,663,162,1442.2,7.02,2.91,1.09,0.286,73.5%,44.4%,11.9%,93.2,3.84,,4.12,3.94,5.3,78893444.0,78893444.0,3155738,1450000,45.68
736,736,2013,MIN,2332,6212,151,614,590,52,8.6%,23.0%,0.138,0.298,0.242,0.312,0.38,0.307,,91,1.2,-66.1,-35.4,10.8,66,96,40,673,162,1450.1,6.11,2.84,1.04,0.309,70.2%,43.7%,10.2%,91.2,4.55,,4.23,4.28,11.5,72280000.0,72280000.0,3441905,675000,40.74
737,737,2013,NYM,2378,6207,130,619,593,114,8.2%,22.3%,0.129,0.291,0.237,0.306,0.366,0.297,,90,23.0,-49.2,16.1,16.5,74,88,40,697,162,1476.2,7.37,2.79,0.93,0.295,72.9%,44.5%,10.0%,93.2,3.78,,3.79,3.86,18.1,68347948.0,68347948.0,2847831,625000,45.68
738,738,2013,NYY,2253,6044,144,650,614,115,7.7%,20.1%,0.133,0.285,0.242,0.307,0.376,0.301,,86,4.4,-89.2,28.1,14.6,85,77,49,590,162,1447.1,7.67,2.72,1.06,0.302,74.6%,44.0%,11.5%,92.7,3.94,,3.89,3.76,14.8,182832190.0,182832190.0,7032007,2975000,52.47
739,739,2013,OAK,2313,6209,186,767,725,74,9.2%,19.0%,0.165,0.289,0.254,0.327,0.419,0.327,,108,10.0,66.2,-32.4,25.4,96,66,46,609,162,1452.0,7.33,2.65,1.01,0.276,74.8%,39.5%,9.2%,91.7,3.56,,3.83,4.05,16.6,40799500.0,40799500.0,1773891,700000,59.26
740,740,2013,PHI,2310,6014,140,610,578,73,6.9%,20.0%,0.135,0.293,0.248,0.306,0.384,0.303,,89,-7.4,-81.9,-15.8,8.9,73,89,32,628,162,1436.1,7.51,3.17,0.95,0.306,70.5%,44.5%,10.1%,92.2,4.34,,3.94,4.0,13.7,144895714.0,144895714.0,5795829,1350000,45.06
741,741,2013,PIT,2369,6135,161,634,603,94,7.6%,21.7%,0.151,0.294,0.245,0.313,0.396,0.312,,99,1.8,-3.4,30.8,22.8,94,68,55,627,162,1470.2,7.72,3.15,0.62,0.285,75.0%,52.5%,8.9%,93.6,3.27,,3.42,3.58,16.8,77554000.0,77554000.0,2982846,1437500,58.02
742,742,2013,SDP,2359,6122,146,618,578,118,7.6%,21.4%,0.133,0.294,0.245,0.308,0.3779999999999999,0.302,,94,8.8,-35.4,24.4,18.6,76,86,40,650,162,1455.0,7.24,3.25,0.96,0.292,72.5%,45.8%,10.8%,92.3,3.98,,4.0,3.96,8.4,62805700.0,62805700.0,2243061,1122500,46.91
743,743,2013,SEA,2237,6172,188,624,597,49,8.6%,21.9%,0.152,0.2789999999999999,0.237,0.306,0.39,0.307,,95,-6.9,-41.1,-66.7,10.0,71,91,43,610,162,1465.0,7.97,2.94,1.07,0.303,70.7%,45.3%,11.8%,93.1,4.32,,3.89,3.72,15.7,60296043.0,60296043.0,3173476,1500000,43.83
744,744,2013,SFG,2396,6168,107,629,596,67,7.6%,17.5%,0.121,0.304,0.26,0.32,0.381,0.309,,100,-4.1,-1.7,66.3,26.9,76,86,41,686,162,1447.1,7.81,3.24,0.9,0.295,72.1%,42.1%,9.9%,91.3,4.0,,3.8,3.89,7.1,134275834.0,134275834.0,5371033,1800000,46.91
745,745,2013,STL,2341,6202,125,783,745,45,7.8%,17.9%,0.133,0.314,0.2689999999999999,0.332,0.401,0.322,,104,-9.1,21.0,35.0,26.1,97,65,44,645,162,1459.2,7.73,2.78,0.69,0.297,74.5%,48.5%,8.5%,94.1,3.43,,3.39,3.63,17.3,112252086.0,112252086.0,4880525,2500000,59.88
746,746,2013,TBR,2423,6242,165,700,670,73,9.4%,18.8%,0.151,0.295,0.257,0.3289999999999999,0.408,0.324,,107,2.5,50.1,9.2,28.2,92,71,42,648,163,1464.0,8.05,2.96,0.94,0.284,73.6%,44.6%,10.6%,93.7,3.74,,3.71,3.71,14.5,51903072.0,51903072.0,2162628,1750000,56.44
747,747,2013,TEX,2321,6196,176,730,691,149,7.5%,17.2%,0.15,0.294,0.262,0.3229999999999999,0.412,0.3229999999999999,,97,2.0,-22.5,3.9,19.7,91,72,46,638,163,1463.1,8.05,3.06,0.97,0.293,75.5%,42.8%,10.7%,93.5,3.63,,3.77,3.75,21.2,110917100.0,110917100.0,4621546,2825000,55.83
748,748,2013,TOR,2314,6152,185,712,669,112,8.3%,18.3%,0.158,0.284,0.252,0.318,0.411,0.32,,99,3.8,-2.8,-39.1,17.0,74,88,39,649,162,1452.0,7.49,3.1,1.21,0.293,72.3%,44.0%,12.3%,92.0,4.26,,4.3,4.04,9.5,113044500.0,113044500.0,4186833,2750000,45.68
749,749,2013,WSN,2241,6047,161,656,621,88,7.7%,19.7%,0.146,0.292,0.251,0.313,0.3979999999999999,0.311,,94,3.1,-34.7,16.3,17.6,86,76,47,602,162,1445.2,7.69,2.52,0.88,0.291,73.6%,45.0%,9.8%,94.0,3.59,,3.55,3.64,17.3,111356769.0,111356769.0,4639865,3150000,53.09
750,750,2014,ARI,2274,6089,118,615,573,86,6.5%,19.1%,0.127,0.293,0.248,0.302,0.376,0.3,,83,1.5,-112.8,47.5,13.0,64,98,35,650,162,1444.1,7.96,2.92,0.96,0.312,70.3%,46.1%,11.1%,92.6,4.26,,3.83,3.63,8.2,102350333.0,102350333.0,3936551,2250000,39.51
751,751,2014,ATL,2252,6064,123,573,545,95,7.8%,22.6%,0.119,0.298,0.241,0.305,0.36,0.296,,86,-4.4,-98.9,32.7,12.8,79,83,54,634,162,1455.0,8.05,2.92,0.75,0.3,75.0%,42.7%,8.3%,93.6,3.38,,3.47,3.63,18.6,83555673.0,83555673.0,2785189,1116428,48.77
752,752,2014,BAL,2294,6130,211,705,681,44,6.5%,21.0%,0.166,0.296,0.256,0.311,0.422,0.3229999999999999,,104,-6.2,21.9,34.4,27.4,96,66,53,641,162,1461.1,7.23,2.91,0.93,0.28,77.0%,43.8%,9.8%,92.9,3.44,,3.96,3.92,12.9,117878641.0,117878641.0,3802537,1025000,59.26
753,753,2014,BOS,2283,6226,123,634,601,63,8.6%,21.5%,0.124,0.297,0.244,0.316,0.369,0.305,,89,-8.1,-82.9,44.8,17.3,71,91,36,655,162,1465.2,7.45,2.96,0.95,0.301,71.8%,43.6%,9.9%,92.6,4.01,,3.93,3.87,10.6,143862395.0,143862395.0,5328237,2750000,43.83
754,754,2014,CHC,2358,6102,157,614,590,65,7.2%,24.2%,0.146,0.296,0.239,0.3,0.385,0.303,,91,4.0,-59.5,15.2,15.4,73,89,37,699,162,1463.1,8.06,3.1,0.71,0.304,69.6%,44.0%,8.0%,93.0,3.92,,3.51,3.7,20.5,83046356.0,83046356.0,2965941,1742500,45.06
755,755,2014,CHW,2285,6077,155,660,625,85,6.9%,22.4%,0.146,0.306,0.253,0.31,0.3979999999999999,0.312,,99,-13.1,-23.5,-46.4,13.3,73,89,36,615,162,1441.0,7.2,3.48,0.87,0.306,70.4%,46.1%,9.4%,93.0,4.3,,4.1,4.11,10.7,88550982.0,88550982.0,3542039,2259815,45.06
756,756,2014,CIN,2213,5978,131,595,562,122,6.9%,20.9%,0.127,0.284,0.238,0.296,0.365,0.294,,83,-1.2,-115.4,69.1,14.7,76,86,44,590,162,1446.0,8.03,3.16,1.01,0.2769999999999999,76.5%,45.1%,11.6%,94.0,3.59,,4.01,3.75,12.8,112878771.0,112878771.0,3319964,1150000,46.91
757,757,2014,CLE,2391,6222,142,669,644,104,8.1%,19.1%,0.136,0.296,0.253,0.317,0.389,0.313,,98,9.9,-1.7,-65.6,14.1,85,77,40,735,162,1468.1,8.89,2.84,0.83,0.309,73.2%,46.7%,10.0%,94.1,3.57,,3.42,3.36,20.3,81700800.0,81700800.0,3142338,987500,52.47
758,758,2014,COL,2387,6164,186,755,721,85,6.4%,20.8%,0.1689999999999999,0.326,0.276,0.327,0.445,0.337,,97,-12.3,-33.1,2.2,17.0,66,96,24,709,162,1431.0,6.75,3.34,1.09,0.307,69.2%,47.7%,12.7%,92.9,4.86,,4.43,4.04,7.2,95079071.0,95079071.0,3521447,1712500,40.74
759,759,2014,DET,2330,6202,155,757,731,106,7.1%,18.4%,0.15,0.319,0.2769999999999999,0.331,0.426,0.331,,112,-7.3,73.0,-41.9,24.8,90,72,41,635,162,1454.0,7.7,2.86,0.79,0.312,70.7%,44.2%,8.3%,92.9,4.01,,3.6,3.76,19.7,172571526.0,172571526.0,6391538,2500000,55.56
760,760,2014,HOU,2229,6055,163,629,596,122,8.2%,23.8%,0.141,0.298,0.242,0.309,0.3829999999999999,0.308,,98,3.6,-8.1,-57.9,13.7,70,92,31,600,162,1438.2,7.11,3.03,0.87,0.299,70.3%,46.4%,9.6%,92.6,4.14,,3.93,3.91,9.9,44985800.0,44985800.0,1606636,507600,43.21
761,761,2014,KCR,2273,6058,95,651,604,153,6.3%,16.3%,0.113,0.302,0.263,0.314,0.376,0.306,,92,4.8,-47.8,28.1,18.8,89,73,53,613,162,1450.2,7.25,2.73,0.79,0.292,73.9%,43.1%,8.2%,94.0,3.51,,3.69,3.88,17.2,84771000.0,84771000.0,3390840,1500000,54.94
762,762,2014,LAA,2468,6284,155,773,729,81,7.8%,20.1%,0.147,0.305,0.259,0.322,0.406,0.321,,110,1.3,67.3,11.5,30.4,98,64,46,705,162,1482.2,8.15,3.06,0.76,0.285,73.3%,41.7%,8.0%,92.7,3.58,,3.57,3.78,14.5,128046500.0,128046500.0,4415397,900000,60.49
763,763,2014,LAD,2364,6231,134,718,686,138,8.3%,20.0%,0.14,0.318,0.265,0.3329999999999999,0.406,0.327,,112,-0.4,81.4,20.3,31.8,94,68,47,658,162,1464.2,8.44,2.64,0.87,0.292,74.0%,47.8%,10.8%,92.8,3.4,,3.48,3.33,19.5,224021260.0,224021260.0,7467375,4007142,58.02
764,764,2014,MIA,2311,6185,122,645,614,58,8.1%,22.9%,0.125,0.316,0.253,0.317,0.3779999999999999,0.307,,95,-5.6,-42.3,7.0,16.6,77,85,42,649,162,1457.2,7.35,2.83,0.7,0.31,71.9%,46.9%,8.0%,94.7,3.79,,3.56,3.75,16.7,52836900.0,52836900.0,1887032,1000000,47.53
765,765,2014,MIL,2327,6065,150,650,617,102,7.0%,19.7%,0.147,0.293,0.25,0.311,0.397,0.313,,94,-12.1,-56.2,62.2,20.8,82,80,45,640,162,1457.2,7.69,2.66,1.03,0.289,74.0%,45.6%,11.3%,92.6,3.67,,3.89,3.65,10.9,102724338.0,102724338.0,3804605,850000,50.62
766,766,2014,MIN,2292,6233,128,715,675,99,8.7%,21.3%,0.135,0.309,0.254,0.324,0.389,0.316,,100,20.9,23.8,-72.6,16.2,70,92,38,653,162,1435.0,6.47,2.56,0.92,0.315,68.9%,41.8%,8.6%,92.1,4.58,,3.97,4.12,14.3,84912500.0,84912500.0,3396500,1000000,43.21
767,767,2014,NYM,2294,6145,125,629,602,101,8.4%,20.6%,0.126,0.286,0.239,0.308,0.364,0.299,,92,-0.4,-56.0,32.6,17.8,79,83,42,651,162,1463.2,8.01,3.13,0.87,0.295,75.7%,45.8%,9.9%,93.4,3.49,,3.75,3.7,12.7,79231011.0,79231011.0,3047347,900000,48.77
768,768,2014,NYY,2288,6082,147,633,591,112,7.4%,18.6%,0.135,0.282,0.245,0.307,0.38,0.305,,94,3.2,-38.5,11.7,18.1,84,78,48,637,162,1453.0,8.49,2.47,1.02,0.298,73.3%,43.7%,11.3%,93.4,3.75,,3.67,3.43,17.5,204961807.0,204961807.0,8198472,3500000,51.85
769,769,2014,OAK,2358,6245,146,729,686,83,9.4%,17.7%,0.1369999999999999,0.278,0.244,0.32,0.381,0.312,,102,11.0,27.2,-30.4,21.2,88,74,31,603,162,1463.1,7.65,2.5,0.9,0.272,75.9%,45.6%,10.0%,93.0,3.22,,3.67,3.6,17.4,69720900.0,69720900.0,2324030,687500,54.32
770,770,2014,PHI,2282,6198,125,619,584,109,7.1%,21.1%,0.121,0.292,0.242,0.302,0.363,0.295,,86,10.6,-85.5,4.2,11.6,73,89,40,623,162,1468.1,7.69,3.19,0.82,0.295,72.2%,46.4%,9.4%,93.8,3.81,,3.81,3.83,16.6,152521056.0,152521056.0,5259347,1125000,45.06
771,771,2014,PIT,2362,6224,156,682,659,104,8.4%,20.0%,0.145,0.307,0.259,0.33,0.4039999999999999,0.325,,108,3.8,61.6,36.7,31.4,88,74,48,614,162,1456.1,7.59,3.08,0.79,0.29,74.2%,50.5%,10.3%,94.4,3.49,,3.8,3.71,8.2,77340499.0,77340499.0,2974635,1600000,54.32
772,772,2014,SDP,2362,5905,109,535,500,91,7.9%,21.9%,0.115,0.2769999999999999,0.226,0.292,0.342,0.283,,82,-6.2,-128.7,56.9,11.7,77,85,41,643,162,1438.2,8.03,2.89,0.73,0.289,74.9%,45.2%,8.6%,92.2,3.27,,3.46,3.57,12.2,81740028.0,81740028.0,2724668,1290000,47.53
773,773,2014,SEA,2333,5977,136,634,600,96,6.6%,20.6%,0.132,0.29,0.244,0.3,0.376,0.299,,94,3.2,-37.5,-1.5,16.4,87,75,51,659,162,1452.0,8.16,2.87,0.85,0.275,76.8%,45.4%,9.9%,92.1,3.17,,3.61,3.57,13.6,89036142.0,89036142.0,3179862,800000,53.7
774,774,2014,SFG,2353,6087,132,665,636,56,7.0%,20.5%,0.133,0.304,0.255,0.311,0.3879999999999999,0.308,,99,0.5,-5.1,52.8,25.4,88,74,46,637,162,1449.0,7.52,2.42,0.83,0.282,72.7%,45.9%,9.4%,91.7,3.5,,3.58,3.59,9.4,141739108.0,141739108.0,5669564,4000000,54.32
775,775,2014,STL,2324,6086,105,619,585,57,7.7%,18.6%,0.1159999999999999,0.3,0.253,0.32,0.369,0.308,,95,-15.5,-49.0,29.9,18.1,90,72,55,647,162,1448.2,7.59,2.92,0.76,0.286,74.4%,45.4%,8.6%,94.1,3.5,,3.65,3.77,15.9,113020360.0,113020360.0,3897254,1000000,55.56
776,776,2014,TBR,2352,6205,117,612,586,63,8.5%,18.1%,0.12,0.287,0.247,0.317,0.367,0.305,,97,1.0,-19.9,9.5,20.3,77,85,37,656,162,1463.2,8.84,2.96,0.89,0.286,74.1%,40.8%,9.1%,93.1,3.56,,3.56,3.62,14.1,82035490.0,82035490.0,2828810,1475000,47.53
777,777,2014,TEX,2264,6026,111,637,597,105,6.9%,19.3%,0.119,0.305,0.256,0.314,0.375,0.305,,90,-1.8,-66.8,-17.0,11.6,67,95,33,638,162,1426.1,7.0,3.19,1.01,0.31,70.4%,39.5%,9.3%,92.2,4.49,,4.22,4.26,9.3,102585846.0,102585846.0,3537443,1000000,41.36
778,778,2014,TOR,2397,6167,177,723,690,78,8.1%,18.7%,0.155,0.295,0.259,0.3229999999999999,0.414,0.325,,107,0.0,44.9,-37.0,22.2,83,79,45,611,162,1443.0,7.48,3.06,0.94,0.294,72.7%,42.9%,9.4%,92.4,4.0,,3.97,3.99,14.2,125422600.0,125422600.0,5225942,3375000,51.23
779,779,2014,WSN,2265,6216,152,686,635,101,8.3%,21.0%,0.14,0.303,0.253,0.321,0.3929999999999999,0.317,,99,15.3,8.4,42.4,26.2,96,66,45,620,162,1470.2,7.88,2.15,0.67,0.294,74.9%,44.8%,7.5%,93.7,3.03,,3.18,3.43,24.3,129366735.0,129366735.0,4791361,2700000,59.26
780,780,2015,ARI,2393,6276,154,720,680,132,7.8%,20.9%,0.15,0.316,0.264,0.324,0.414,0.319,,95,12.5,-23.3,32.6,21.6,79,83,44,712,162,1466.2,7.46,3.07,1.12,0.294,73.7%,45.7%,12.3%,93.6,4.05,,4.21,4.09,10.6,69312833.0,69312833.0,2390098,526000,48.77
781,781,2015,ATL,2340,6034,100,573,548,69,7.8%,18.3%,0.108,0.297,0.251,0.314,0.359,0.296,,84,-2.7,-115.5,22.4,9.9,67,95,44,694,162,1425.1,7.25,3.47,1.07,0.305,71.4%,43.4%,11.3%,93.6,4.41,,4.34,4.36,7.0,81247648.0,81247648.0,2901702,1083333,41.36
782,782,2015,BAL,2249,6007,217,713,686,44,7.0%,22.2%,0.171,0.291,0.25,0.307,0.421,0.315,,97,-4.9,-23.9,-5.9,17.7,81,81,43,615,162,1434.2,7.73,3.03,1.09,0.298,73.6%,45.2%,12.0%,93.2,4.05,,4.11,4.04,15.8,119254299.0,119254299.0,3975143,2975000,50.0
783,783,2015,BOS,2268,6237,161,748,706,71,7.7%,18.4%,0.149,0.305,0.265,0.325,0.415,0.321,,99,1.4,-5.9,-28.9,17.9,78,84,40,637,162,1448.1,7.57,2.97,1.11,0.305,71.6%,44.1%,11.6%,93.1,4.34,,4.17,4.14,11.8,146494748.0,146494748.0,5634413,2125000,48.15
784,784,2015,CHC,2406,6200,171,689,657,95,9.1%,24.5%,0.154,0.305,0.244,0.321,0.3979999999999999,0.313,,96,15.1,-15.8,63.6,25.4,97,65,48,714,162,1461.1,8.81,2.51,0.83,0.287,72.7%,46.6%,10.7%,93.1,3.36,,3.3,3.37,22.9,116654522.0,116654522.0,4166233,2515000,59.88
785,785,2015,CHW,2265,6070,136,622,595,68,6.7%,20.3%,0.13,0.296,0.25,0.306,0.38,0.3,,89,-15.2,-94.3,-21.6,8.8,76,86,37,576,162,1452.2,8.42,2.94,1.0,0.311,72.9%,45.2%,11.4%,93.1,3.98,,3.82,3.81,17.4,98712867.0,98712867.0,3525460,1250000,46.91
786,786,2015,CIN,2337,6196,167,640,613,134,8.0%,20.3%,0.146,0.29,0.248,0.312,0.3939999999999999,0.307,,91,10.9,-52.1,16.1,16.5,64,98,35,683,162,1453.1,7.75,3.37,1.1,0.297,71.7%,44.1%,12.1%,94.0,4.35,,4.24,4.14,10.8,116732284.0,116732284.0,4323418,2350000,39.51
787,787,2015,CLE,2285,6109,141,669,640,86,8.7%,18.9%,0.144,0.299,0.256,0.325,0.401,0.315,,97,8.1,-15.6,-4.5,19.1,81,80,38,637,161,1432.2,8.84,2.67,1.01,0.288,72.8%,44.5%,11.7%,94.3,3.68,,3.62,3.57,21.1,86339067.0,86339067.0,3197743,1940000,50.31
788,788,2015,COL,2436,6071,186,737,702,97,6.4%,21.1%,0.1669999999999999,0.313,0.265,0.315,0.432,0.321,,87,4.7,-91.9,-4.2,9.7,68,94,36,746,162,1426.1,7.02,3.65,1.15,0.318,69.9%,47.7%,13.2%,93.3,5.04,,4.56,4.33,8.3,98261171.0,98261171.0,3388316,1087600,41.98
789,789,2015,DET,2340,6159,151,689,660,83,7.4%,20.4%,0.15,0.322,0.27,0.3279999999999999,0.42,0.324,,103,-27.6,-8.6,-31.6,17.1,74,87,35,666,161,1447.0,6.84,3.04,1.2,0.298,69.7%,42.9%,12.0%,93.1,4.64,,4.46,4.36,11.7,172282250.0,172282250.0,6891290,3000000,45.96
790,790,2015,HOU,2333,6073,230,729,691,121,8.0%,22.9%,0.187,0.292,0.25,0.315,0.437,0.325,,108,8.1,66.8,-19.6,26.1,86,76,39,644,162,1441.0,7.99,2.64,0.92,0.285,73.8%,47.3%,10.9%,92.6,3.57,,3.66,3.71,18.9,63564200.0,63564200.0,2354230,1000000,53.09
791,791,2015,KCR,2263,6116,139,724,689,104,6.3%,15.9%,0.144,0.301,0.2689999999999999,0.322,0.412,0.318,,99,-0.3,-8.3,13.8,21.8,95,67,56,655,162,1452.0,7.19,3.03,0.96,0.286,75.0%,42.8%,9.9%,93.3,3.74,,4.04,4.25,13.8,106164525.0,106164525.0,4246581,2640000,58.64
792,792,2015,LAA,2459,5990,176,661,621,52,7.3%,19.2%,0.15,0.28,0.246,0.307,0.396,0.305,,95,0.5,-37.0,2.3,17.1,85,77,46,680,162,1440.2,7.63,2.91,1.04,0.285,73.3%,41.5%,10.0%,91.8,3.94,,4.06,4.26,12.2,146449583.0,146449583.0,5049986,1312500,52.47
793,793,2015,LAD,2379,6090,187,667,638,59,9.2%,20.7%,0.163,0.292,0.25,0.326,0.413,0.322,,106,-15.3,28.2,57.3,29.0,92,70,47,677,162,1445.2,8.69,2.46,0.9,0.296,74.7%,50.1%,12.1%,93.8,3.46,,3.41,3.33,19.7,195495260.0,195495260.0,6981974,4541666,56.79
794,794,2015,MIA,2297,5988,120,613,575,112,6.3%,19.2%,0.124,0.307,0.26,0.31,0.384,0.302,,91,-1.2,-67.3,26.9,15.3,71,91,35,648,162,1427.0,7.27,3.2,0.89,0.294,72.3%,44.5%,9.5%,93.7,4.04,,3.98,4.23,12.2,84637500.0,84637500.0,3134722,1925000,43.83
795,795,2015,MIL,2377,6024,145,655,624,84,6.8%,21.6%,0.142,0.303,0.251,0.307,0.3929999999999999,0.304,,87,1.5,-87.9,20.7,12.6,68,94,40,658,162,1435.0,7.9,3.24,1.1,0.303,72.1%,46.1%,12.7%,93.0,4.28,,4.17,4.0,9.9,98683035.0,98683035.0,3795501,529750,41.98
796,796,2015,MIN,2311,6017,156,696,661,70,7.3%,21.0%,0.152,0.292,0.247,0.305,0.3989999999999999,0.305,,89,-5.5,-80.4,-2.1,12.1,83,79,45,682,162,1443.0,6.52,2.58,1.02,0.3,72.8%,44.0%,10.4%,92.5,4.07,,4.1,4.23,16.0,107745000.0,107745000.0,4309800,2000000,51.23
797,797,2015,NYM,2325,6145,177,683,654,51,7.9%,21.0%,0.156,0.287,0.244,0.312,0.4,0.309,,98,6.2,-6.8,48.7,24.6,90,72,50,647,162,1462.2,8.23,2.36,0.94,0.288,74.3%,46.3%,10.8%,94.4,3.45,,3.53,3.6,19.0,92576453.0,92576453.0,3428758,614125,55.56
798,798,2015,NYY,2401,6268,212,764,737,63,8.8%,19.6%,0.17,0.283,0.251,0.3229999999999999,0.421,0.3229999999999999,,103,3.0,25.3,-35.3,20.7,87,75,48,659,162,1457.2,8.46,2.93,1.12,0.3,73.8%,47.0%,13.6%,94.6,4.03,,3.97,3.7,18.4,191472857.0,191472857.0,6838316,2900000,53.7
799,799,2015,OAK,2349,6171,146,694,661,78,7.7%,18.1%,0.144,0.288,0.251,0.312,0.395,0.308,,95,-1.0,-34.1,-60.7,11.3,68,94,28,649,162,1444.2,7.34,2.95,1.07,0.289,71.0%,45.0%,11.4%,92.7,4.16,,4.13,4.13,13.0,69279166.0,69279166.0,2234812,517500,41.98
800,800,2015,PHI,2321,6053,130,626,586,88,6.4%,21.0%,0.133,0.299,0.249,0.303,0.382,0.298,,86,-1.9,-100.3,-3.9,8.8,63,99,35,665,162,1436.1,7.22,3.06,1.2,0.316,71.1%,44.0%,12.2%,92.8,4.69,,4.4,4.29,10.3,108048000.0,108048000.0,3725793,600000,38.89
